Varname,House,Date,Topic,Subcode,L1,L2,L3,L4,C2,C3,C4,C5,Other,Index,Source,N,Totcheck,Agenda1,Agenda2,Scope,raceoutcome,racespenddo,raceaa,aidtoblacks,EqualOpp,Added
GMILABC2,ABCWP,1/1/2001,150,150,62,,,,,,,35,3,63.92,PollingReport.com,0,100,202,211,0,0,0,0,0,1,0
GMILABC2,ABCWP,7/10/2008,150,150,75,,,,,,,22,3,77.32,PollingReport.com,0,100,202,211,0,0,0,0,0,1,0
GMILABC2,ABCWP,2/4/2010,150,150,75,,,,,,,24,1,75.76,PollingReport.com,1004,100,202,211,0,0,0,0,0,1,0
GMILABC2,ABCWP,12/9/2010,150,150,77,,,,,,,21,2,78.6,USABCWP.20101119.Q027,1001,100,202,211,0,0,0,0,0,1,10/15/2012
HOMOJOBS,CBSNYT,7/1/1977,150,150,56 ,0 ,0 ,0 ,0 ,0 ,0 ,33,11,62.92,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,6/17/1982,150,150,56 ,0,0,0,0 ,0,0,33,11,62.92,USGALLUP.978.Q009,1513,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALNEW,6/25/1982,150,150,59 ,0,0,0,0 ,0,0,28,13,67.82,USGALLUP.110982.R1,1531,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,7/1/1982,150,150,59 ,0 ,0 ,0 ,0 ,0 ,0 ,28,13,67.82,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALNEW,7/20/1983,150,150,65 ,0,0,0,0 ,0,0,25,10,72.22,USGALNEW.080883.R3,767,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,7/1/1989,150,150,71 ,0 ,0 ,0 ,0 ,0 ,0 ,18,11,79.78,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,10/12/1989,150,150,71 ,0,0,0,0 ,0,0,18,11,79.78,USGALLUP.102589.R2,1227,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,6/4/1992,150,150,74 ,0,0,0,0 ,0,0,18,8,80.43,USGALLUP.222054.Q26,1002,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,6/15/1992,150,150,74 ,0 ,0 ,0 ,0 ,0 ,0 ,18,8,80.43,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,8/25/1992,150,150,79 ,0 ,0 ,0 ,0 ,0 ,0 ,13,8,85.87,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,1/15/1993,150,150,79 ,0 ,0 ,0 ,0 ,0 ,0 ,16,5,83.16,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,2/15/1993,150,150,78 ,0 ,0 ,0 ,0 ,0 ,0 ,15,6,83.87,NYT Release 2/22/96,1223,99,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,4/22/1993,150,150,81 ,0,0,0,0 ,0,0,13,6,86.17,USGALLUP.322054.Q17,1000,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,CBSNYT,2/22/1996,150,150,83 ,0 ,0 ,0 ,0 ,0 ,0 ,12,5,87.37,NYT Release 2/22/96,0,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,AP,6/14/1996,150,150,86 ,0 ,0 ,0 ,0 ,0 ,0 ,10,6,89.58,USAP.924L.Q03,1019,102,202,212,0,0,0,0,0,1,0
HOMOJOBS,AP ,6/14/1996,150,150,86 ,0,0,0,0 ,0,0,10,4,89.58,USAP.924L.Q03,1019,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,11/21/1996,150,150,84 ,0 ,0 ,0 ,0 ,0 ,0 ,12,4,87.50,USGALLUP.96NV21.R13,1003,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,TARR,4/8/1997,150,150,80 ,0,0,0,0 ,0,0,14,6,85.11,USTARR.041497.R1,1000,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,WASHP,8/10/1998,150,150,87 ,0,0,0,0 ,0,0,9,3,90.63,USWASHP.98VALUF.R32,1200,99,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,2/8/1999,150,150,83 ,0,0,0,0 ,0,0,13,4,86.46,USGALLUP.99FEB8.R36,1054,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/10/2001,150,150,85 ,0,0,0,0 ,0,0,11,4,88.54,USGALLUP.01M010.R30,1012,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/5/2003,150,150,88 ,0,0,0,0 ,0,0,9,3,90.72,USGALLUP.03MAY5.R27,1005,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/19/2003,150,150,88 ,,,,,,,10,2,89.80,USGALLUP.0331.Q19,1014,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/2/2004,150,150,89 ,,,,,,,8,3,91.75,USGALLUP.052004.R32,1000,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/2/2005,150,150,87 ,,,,,,,11,2,88.78,USGALLUP.05MAY002.R32,1005,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/8/2006,150,150,89 ,,,,,,,9,2,90.82,USGALLUP.06MAY00006.R25,1002,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/10/2007,150,150,89 ,0,0,0,0 ,0,0,8,3,91.75,USGALLUP.07MAY010.R22,1003,100,202,212,0,0,0,0,0,1,0
HOMOJOBS,GALLUP,5/8/2008,150,150,89 ,0,0,0,0 ,0,0,8,2,91.75,USGALLUP.08MAY08.R20,1017,99,202,212,0,0,0,0,0,1,0
MADOPT,NES,10/15/1992,150,150,593,,,,,,,1550,95,27.67,NEScum-VCF0878,2238,100,210,1208,0,0,0,0,0,1,0
MADOPT,NES,10/15/2000,150,150,707,,,,,,,949,126,42.69,NEScum-VCF0878,1782,100,210,1208,0,0,0,0,0,1,0
MADOPT,NES,10/15/2004,150,150,502,,,,,,,509,47,49.65,NEScum-VCF0878,1058,100,210,1208,0,0,0,0,0,1,0
MADOPT,NES,10/15/2008,150,150,50.8,,,,,,,46.2,3.0,52.37,NES08-V083213,2240,100,210,1208,0,0,0,0,0,1,07/20/13
MADOPT,NES,10/15/2012,150,150,62,,,,,,,31,7,66.20,NES12-gayrt_adopt,2056,100,210,1208,0,0,0,0,0,1,07/19/13
ABCBAN,ABCWP,1/15/2004,150,151,58,0,0,0,0,0,0,38,3,60.42,USABCWP.012104.R03,1036,99,202,210,0,0,0,0,0,1,0
ABCBAN,ABCWP,2/18/2004,150,151,31,15,0,0,0,0,8,38,9,50.00,USABCWP.022404.R3,1028,101,202,210,0,0,0,0,0,1,0
ABCBAN,ABCWP,3/4/2004,150,151,35,18,0,0,0,0,5,39,3,54.64,USABCWP.031004.R37,1202,100,202,210,0,0,0,0,0,1,0
ABCBAN,ABCWP,3/4/2004,150,151,37,17,0,0,0,0,5,38,3,55.67,USABCWP.2004951.Q038,1202,100,202,210,0,0,0,0,0,1,0
ABCBAN,ABCWP,8/26/2004,150,151,35,16,0,0,0,0,5,39,5,53.68,USABCWP.2004-960.Q035,1207,100,202,210,0,0,0,0,0,1,0
ABCBAN,ABCWP,4/21/2005,150,151,56,0,0,0,0,0,0,39,5,58.95,USABCWP.2005980.Q019,1007,100,202,210,0,0,0,0,0,1,0
ABCBAN,ABC,5/31/2006,150,151,51,0,0,0,0,0,0,42,7,54.84,USABC.060507.R3,1001,100,202,210,0,0,0,0,0,1,0
ABCCU,ABCWP,8/1/1996,150,151,37,0,0,0,0,0,0,59,3,38.54,USABCWP.080996.R02M,1514,99,202,210,0,0,0,0,0,1,0
ABCCU,ABC,9/3/2003,150,151,40,0,0,0,0,0,0,51,9,43.96,USABC.092203.R01,1028,100,202,210,0,0,0,0,0,1,0
ABCCU,ABCWP,1/15/2004,150,151,46,0,0,0,0,0,0,51,4,47.42,USABCWP.012104.R01,1036,101,202,210,0,0,0,0,0,1,0
ABCCU,ABCWP,2/18/2004,150,151,30,16,0,0,0,0,7,41,7,48.94,USABCWP.022404.R1,1028,101,202,210,0,0,0,0,0,1,0
ABCCU,ABCWP,3/4/2004,150,151,32,19,0,0,0,0,9,37,3,52.58,USABCWP.031004.R35,1202,100,202,210,0,0,0,0,0,1,0
ABCCU,ABC,5/31/2006,150,151,28,17,0,0,0,0,7,41,7,48.39,USABC.060507.R1,1001,100,202,210,0,0,0,0,0,1,0
ABCCU,ABCWP,10/29/2007,150,151,55,0,0,0,0,0,0,42,3,56.70,USABCWP.110807.R33,1131,100,202,210,0,0,0,0,0,1,0
ABCCU,ABC,12/16/2007,150,151,54,0,0,0,0,0,0,43,4,55.67,USABC.010308.R13,1142,101,202,210,0,0,0,0,0,1,0
ABCCU,ABC,2/4/2010,150,151,66,,,,,,,31,3,68.04,USABCWP.021210.R3,1004,100,202,210,0,0,0,0,0,1,0
BANMAR,QUINN,3/16/2004,150,151,51,,,,,,,41,8,55.43,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
BANMAR,QUINN,7/18/2004,150,151,55,,,,,,,39,6,58.51,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
BANMAR,QUINN,12/7/2004,150,151,53,,,,,,,43,4,55.21,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
BANMAR,QUINN,11/13/2006,150,151,53,,,,,,,43,4,55.21,Pollingreport.com,1623,100,200,210,0,0,0,0,0,1,0
BANMAR,QUINN,7/8/2008,150,151,56,0,0,0,0,0,0,38,6,59.57,Pollingreport.com,1783,100,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,12/4/2003,150,151,40,,,,,,,53,7,43.01,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,1/28/2004,150,151,40,,,,,,,53,7,43.01,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,3/16/2004,150,151,40,,,,,,,53,7,43.01,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,7/18/2004,150,151,40,,,,,,,55,6,42.11,Pollingreport.com,0,101,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,12/7/2004,150,151,45,,,,,,,51,4,46.88,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
CIVUNION,QUINN,11/13/2006,150,151,45,,,,,,,52,4,46.39,Pollingreport.com,1623,101,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,7/15/2003,150,151,45,0,0,0,0,0,0,50,5,47.37,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,2/6/2004,150,151,47,0,0,0,0,0,0,47,6,50.00,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,2/9/2004,150,151,44,0,0,0,0,0,0,53,3,45.36,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,3/5/2004,150,151,45,0,0,0,0,0,0,50,5,47.37,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,QUINN,3/16/2004,150,151,51,0,0,0,0,0,0,41,8,55.43,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,NBCWSJ,5/1/2004,150,151,44,0,0,0,0,0,0,50,6,46.81,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,5/2/2004,150,151,45,0,0,0,0,0,0,51,4,46.88,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,NBCWSJ,6/25/2004,150,151,44,0,0,0,0,0,0,51,5,46.32,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,QUINN,7/18/2004,150,151,55,0,0,0,0,0,0,39,6,58.51,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,7/19/2004,150,151,46,0,0,0,0,0,0,48,6,48.94,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,QUINN,12/7/2004,150,151,53,0,0,0,0,0,0,43,4,55.21,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,3/18/2005,150,151,37,0,0,0,0,0,0,57,6,39.36,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,4/29/2005,150,151,44,0,0,0,0,0,0,53,3,45.36,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,5/8/2006,150,151,47,,,,,,,50,3,48.45,Pollingreport.com,1002,100,200,210,0,0,0,0,0,1,0
GAYAMEND,GALLUP,5/8/2008,150,151,48,0,0,0,0,0,0,49,3,49.48,USGALLUP.08MAY08.R27,1017,100,200,210,0,0,0,0,0,1,0
GAYJOBS,NES,12/15/1996,150,151,58 ,0 ,0 ,0 ,0 ,0 ,0 ,38,5,60.42,sm96.POR V961193 10-19,186,101,200,212,0,0,0,0,0,1,0
GAYJOBS,NES,11/20/2000,150,151,68 ,0 ,0 ,0 ,0 ,0 ,0 ,32,0,68.00,NES2000.v001478,1090,100,200,212,0,0,0,0,0,1,0
GAYJOBS,NES,12/15/2000,150,151,66 ,0 ,0 ,0 ,0 ,0 ,0 ,34,0,66.00,NES2000.v001478,383,100,200,212,0,0,0,0,0,1,0
GAYJOBS,NES,10/15/2004,150,151,75 ,0 ,0 ,0 ,0 ,0 ,0 ,25,,75.00,computed from nes04.dta,1212,100,200,212,0,0,0,0,0,1,0
GAYJOBS,NES,10/15/2008,150,151,70.8,,,,,,,25.6,3.6,73.44,v083211,2227,100,200,212,0,0,0,0,0,1,07/20/13
GAYJOBS,NES,10/15/2012,150,151,39.4 ,,,,,,,7,54,84.91,NES12-gayrt_discstd,2056,100,200,212,0,0,0,0,0,1,07/19/13
GAYMAR,NES,10/15/2004,150,151,400,,,,,,,705,71,36.20,NES04-V043210,1176,100,200,210,0,0,0,0,0,1,0
GAYMAR,NES,10/15/2008,150,151,37.6,,,,,,,33.6,28.9,52.81,NES08-V083214,2253,100,200,210,0,0,0,0,0,1,07/20/13
GAYMARNY,PSRNEW,2/19/2004,150,151,23,24,,,,,,45,8,51.09,USPSRNEW.022104.R23,1019,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,3/10/2004,150,151,22,33,,,,,,40,5,57.89,USCBSNYT.031504A.R79,1206,100,200,210,0,0,0,0,0,1,0
GAYMARNY,PSRNEW,5/13/2004,150,151,28,23,,,,,,43,6,54.26,USPSRNEW.051504.R15A,1010,100,200,210,0,0,0,0,0,1,0
GAYMARNY,BYUCSE,6/24/2004,150,151,27,31,,,,,,37,0,61.05,USBYUCSE.04ELECTP1.R22A,2782,27,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,7/11/2004,150,151,28,31,,,,,,38,3,60.82,USCBSNYT.071604.R48,955,100,200,210,0,0,0,0,0,1,0
GAYMARNY,MI,11/2/2004,150,151,25,35,,,,,,37,3,61.86,USMI.04NATELEC.QU3,13719,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CSRA,11/10/2004,150,151,39,29,,,,,,27,5,71.58,USCSRA.04DEMC.R15,603,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,11/18/2004,150,151,21,32,,,,,,44,3,54.64,USCBSNYT.112204A.R32,885,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,11/18/2004,150,151,6,39,,,,,,49,6,47.87,USCBSNYT.112204A.R34,885,100,200,210,0,0,0,0,0,1,0
GAYMARNY,PSRA,1/13/2005,150,151,22,31,,,,,,42,3,55.79,USPSRA.06NCCJIR.Q38,2558,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,2/24/2005,150,151,23,34,,,,,,41,2,58.16,USCBSNYT.030205A.R24,1111,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,7/29/2005,150,151,27,27,,,,,,43,4,55.67,USCBS.200507B.Q67,1222,101,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,6/10/2006,150,151,27,30,,,,,,40,4,58.76,USCBS.200606A.Q11,659,101,200,210,0,0,0,0,0,1,0
GAYMARNY,BRAUN,8/9/2006,150,151,28,32,,,,,,36,1,62.50,USBRAUN.06VALUES.R09,3002,99,200,210,0,0,0,0,0,1,0
GAYMARNY,PSRNEW,10/26/2006,150,151,24,26,,,,,,40,10,55.56,USPSRNEW.102806.R15,1002,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,10/27/2006,150,151,28,29,,,,,,38,5,60.00,USCBSNYT.110106A.R57,1084,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,3/7/2007,150,151,28,32,,,,,,35,5,63.16,USCBSNYT.031207.R019,1362,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,5/30/2008,150,151,30,28,,,,,,36,6,61.70,USCBS.061508.R65,1038,100,200,210,0,0,0,0,0,1,0
GAYMARNY,PRRI,8/28/2008,150,151,29,28,,,,,,37,0,60.64,USPRRI.08FATHPOL.R14,2000,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,3/12/2009,150,151,33,27,,,,,,35,5,63.16,USCBS.040309.R71,1142,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,4/22/2009,150,151,42,25,,,,,,28,5,70.53,USCBSNYT.042709.R50,973,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,6/12/2009,150,151,33,30,,,,,,32,5,66.32,USCBSNYT.061709A.R23,895,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,11/6/2009,150,151,38,26,,,,,,32,5,66.67,USCBS.200911A.Q17,855,101,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,4/5/2010,150,151,39,24,,,,,,30,7,67.74,USCBSNYT.041410A.R067,1580,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,8/20/2010,150,151,40,30,,,,,,25,5,73.68,USCBS.082610.R57,1082,100,200,210,0,0,0,0,0,1,0
GAYMARNY,PRRI,9/1/2010,150,151,37,27,,,,,,33,0,65.98,USPRRI.10VALUES.R10,3013,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,12/17/2010,150,151,37,23,,,,,,32,8,65.22,USCBS.201012A.Q17,1058,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,3/18/2011,150,151,40,25,,,,,,30,5,68.42,USCBS.201103B.Q49,1022,100,200,210,0,0,0,0,0,1,0
GAYMARNY,PRRI,4/22/2011,150,151,40,24,,,,,,32,0,66.67,USPRRI.11RELABOR.R07,3000,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBS,6/17/2011,150,151,40,23,,,,,,30,7,67.74,USCBS.072111.R11,1045,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,9/10/2011,150,151,38,27,,,,,,28,7,69.89,USCBSNYT.091611A.R089,1452,100,200,210,0,0,0,0,0,1,0
GAYMARNY,CBSNYT,2/8/2012,150,151,40,23,,,,,,31,6,67.0,USCBSNYT.021412A.R70,1197,100,200,210,0,0,0,0,0,1,10/15/2012
GAYMARNY,CBSNYT,2/12/2012,150,151,38,24,,,,,,33,5,65.26,USCBSNYT.051412.R08,615,100,200,210,0,0,0,0,0,1,7/5/2015
GAYWED,GALLUP,3/1/1996,150,151,27,0,0,0,0,0,0,68,5,28.42,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,5/31/1996,150,151,6,21,0,0,0,0,24,41,8,29.35,USPSRA.062596.R13D,1975,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,2/1/1999,150,151,35,0,0,0,0,0,0,62,3,36.08,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,1/1/2000,150,151,34,0,0,0,0,0,0,62,4,35.42,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ODFOX,1/12/2000,150,151,19,24,0,0,0,0,0,47,10,47.78,USODFOX.011400.R22,902,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,3/5/2001,150,151,8,27,0,0,0,0,34,23,8,38.04,USPSRA.041001.R05B,2041,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,6/15/2003,150,151,39,0,0,0,0,0,0,55,6,41.49,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,6/24/2003,150,151,10,28,0,0,0,0,23,30,9,41.76,USPSRA.072403.R02EF1,2002,100,200,210,0,0,0,0,0,1,0
GAYWED,ABC,9/3/2003,150,151,37,0,0,0,0,0,0,55,7,40.22,USABC.092203.R02,1028,99,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,9/15/2003,150,151,37,0,0,0,0,0,0,55,7,40.22,Polling Report 7-16-05,0,99,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,10/15/2003,150,151,35,0,0,0,0,0,0,61,4,36.46,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,10/15/2003,150,151,30,0,0,0,0,0,0,58,12,34.09,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,10/15/2003,150,151,9,23,0,0,0,0,24,35,9,35.16,USPSRA.111803.R17,1515,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,11/15/2003,150,151,30,0,0,0,0,0,0,62,8,32.61,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
